date,page,query,clicks,impressions,ctr,position
4/29/25,/product/usb-cable,external battery,92,1060,0.0868,4.1
6/22/25,/blog/gaming-setup-guide,laptop accessories,228,2281,0.1,17.1
6/5/25,/category/electronics,tech gadgets,56,1961,0.0286,6.3
5/13/25,/category/computing,cheap bluetooth speaker,167,2779,0.0601,31.4
5/27/25,/product/laptop-charger,wireless vs wired headphones,26,633,0.0411,5.6
5/22/25,/blog/wireless-vs-wired,electronics online,123,1116,0.1102,13.4
5/20/25,/support/shipping-policy,tech gadgets,10,317,0.0315,36.7
5/5/25,/product/laptop-charger,wireless keyboard,135,1180,0.1144,19.6
4/20/25,/support/shipping-policy,bluetooth speaker,71,1205,0.0589,42
4/17/25,/blog/wireless-vs-wired,wireless headphones,62,1713,0.0362,17
6/29/25,/category/computing,audio equipment,286,4144,0.069,8.8
6/14/25,/product/external-battery,laptop charger,185,1516,0.122,23.2
5/2/25,/blog/best-headphones-2024,mobile accessories,144,2220,0.0649,10.8
5/4/25,/product/phone-holder,audio equipment,34,1419,0.024,24.3
4/27/25,/product/usb-cable,audio equipment,15,202,0.0743,6.4
5/29/25,/product/phone-holder,electronics online,193,1341,0.1439,14.3
4/26/25,/,computer accessories,5,744,0.0067,27.3
7/16/25,/blog/gaming-setup-guide,best headphones 2024,117,979,0.1195,25.9
7/6/25,/product/bluetooth-speaker,wireless charging pad,7,1334,0.0052,8.4
7/1/25,/category/audio,usb cable,87,2102,0.0414,19.1
6/18/25,/product/tablet-stand,audio equipment,77,1067,0.0722,5.9
7/7/25,/product/smartphone-case,cheap bluetooth speaker,114,1805,0.0632,3.1
4/25/25,/blog/wireless-vs-wired,gaming mouse review,116,2703,0.0429,30.7
4/21/25,/category/computing,computer accessories,177,2655,0.0667,16.4
6/30/25,/product/usb-cable,wireless charging pad,66,764,0.0864,14.7
5/10/25,/product/external-battery,usb cable,154,1842,0.0836,17.7
6/18/25,/about-us,gaming setup,48,1324,0.0363,31.7
5/24/25,/product/laptop-charger,usb cable,23,280,0.0821,12.2
6/13/25,/category/electronics,usb cable,79,3980,0.0198,10.3
5/27/25,/contact,laptop charger,47,811,0.058,25.9
5/3/25,/blog/wireless-vs-wired,buy headphones,220,2661,0.0827,30
4/20/25,/product/external-battery,phone holder,60,1089,0.0551,22.6
6/8/25,/product/bluetooth-speaker,gaming mouse review,87,1630,0.0534,8.8
5/27/25,/category/computing,gaming setup,237,4120,0.0575,17
4/23/25,/product/phone-holder,buy headphones,61,1541,0.0396,10.5
4/22/25,/product/external-battery,electronics online,61,889,0.0686,15.6
5/8/25,/blog/mobile-accessories-trends,wireless keyboard,66,2761,0.0239,38.3
7/4/25,/support/shipping-policy,best headphones 2024,20,364,0.0549,10.8
4/19/25,/category/audio,smartphone case,253,3230,0.0783,15.6
6/26/25,/product/smartphone-case,wireless charging pad,21,150,0.14,7.6
6/24/25,/product/wireless-keyboard,tablet stand,207,1766,0.1172,21.9
5/16/25,/product/external-battery,tablet stand,196,1915,0.1023,10.3
5/14/25,/blog/mobile-accessories-trends,audio equipment,13,1218,0.0107,9.2
4/19/25,/blog/gaming-setup-guide,laptop charger,213,2254,0.0945,33.3
4/22/25,/product/tablet-stand,external battery,8,667,0.012,8.1
7/14/25,/product/usb-cable,bluetooth speaker,20,607,0.0329,20.9
6/4/25,/about-us,gaming setup,11,368,0.0299,44.5
4/26/25,/product/smartphone-case,cheap bluetooth speaker,185,1528,0.1211,19.8
6/9/25,/product/wireless-headphones,wireless headphones,217,1570,0.1382,14.9
5/6/25,/product/laptop-charger,audio equipment,105,1254,0.0837,7.3
7/3/25,/product/external-battery,best headphones 2024,136,920,0.1478,19.4
5/25/25,/product/phone-holder,electronics online,17,465,0.0366,8.8
7/9/25,/support/warranty-info,buy headphones,21,871,0.0241,27.2
5/15/25,/category/computing,gaming mouse review,143,2781,0.0514,13.5
7/15/25,/blog/mobile-accessories-trends,cheap bluetooth speaker,107,1201,0.0891,8.6
6/19/25,/category/audio,wireless vs wired headphones,385,4977,0.0774,8.2
5/15/25,/support/warranty-info,wireless headphones,52,913,0.057,19.3
6/3/25,/blog/wireless-vs-wired,laptop accessories,49,646,0.0759,18.6
7/6/25,/product/smartphone-case,laptop charger,48,1198,0.0401,7.6
6/18/25,/support/warranty-info,usb cable,5,271,0.0185,26.1
6/16/25,/blog/gaming-setup-guide,audio equipment,129,2520,0.0512,9.9
6/19/25,/product/phone-holder,mobile accessories,99,687,0.1441,10.4
5/6/25,/product/bluetooth-speaker,best headphones 2024,149,1461,0.102,16.2
4/17/25,/product/phone-holder,computer accessories,67,478,0.1402,15
5/27/25,/about-us,usb cable,32,759,0.0422,38.4
6/21/25,/blog/mobile-accessories-trends,audio equipment,16,533,0.03,21.6
4/26/25,/category/audio,gaming mouse,25,611,0.0409,20.6
5/2/25,/product/tablet-stand,wireless keyboard,34,946,0.0359,3.9
6/10/25,/blog/wireless-vs-wired,tablet stand,278,2764,0.1006,23.6
6/26/25,/category/computing,gaming setup,29,575,0.0504,8.5
5/24/25,/contact,phone holder,44,1170,0.0376,34.6
6/3/25,/support/warranty-info,wireless charging pad,7,439,0.0159,21.6
7/13/25,/product/wireless-keyboard,phone case protection,195,1999,0.0975,14.4
5/19/25,/blog/wireless-vs-wired,electronics online,52,1062,0.049,37.7
5/4/25,/product/tablet-stand,cheap bluetooth speaker,217,1514,0.1433,13.4
5/27/25,/category/computing,tablet stand,80,1731,0.0462,7
4/17/25,/product/external-battery,computer accessories,17,434,0.0392,18.3
6/24/25,/blog/best-headphones-2024,best headphones 2024,13,587,0.0221,28
7/2/25,/product/tablet-stand,smartphone case,86,767,0.1121,15.3
5/15/25,/category/accessories,wireless charging pad,49,615,0.0797,10.8
5/23/25,/category/computing,laptop accessories,114,3004,0.0379,23.7
6/7/25,/product/phone-holder,gaming mouse review,169,1158,0.1459,17.5
4/26/25,/support/warranty-info,gaming mouse,9,310,0.029,21.2
5/20/25,/support/warranty-info,laptop charger,19,359,0.0529,33.5
6/5/25,/category/electronics,laptop accessories,208,2771,0.0751,31.1
7/11/25,/blog/wireless-vs-wired,wireless keyboard,10,888,0.0113,33.1
5/14/25,/product/smartphone-case,phone case protection,14,350,0.04,6.6
4/17/25,/category/electronics,smartphone case,28,927,0.0302,20.4
6/12/25,/category/computing,usb c cable,187,4364,0.0429,14.1
5/2/25,/product/usb-cable,gaming mouse review,53,855,0.062,20
7/16/25,/blog/wireless-vs-wired,wireless vs wired headphones,143,1476,0.0969,18.1
4/27/25,/support/shipping-policy,wireless keyboard,23,440,0.0523,43.3
5/5/25,/category/computing,gaming mouse review,270,4117,0.0656,25.9
5/19/25,/contact,laptop charger,58,1242,0.0467,36.1
5/9/25,/product/wireless-headphones,wireless vs wired headphones,243,1801,0.1349,20
5/31/25,/category/computing,wireless keyboard,117,2064,0.0567,16.2
4/18/25,/product/wireless-keyboard,electronics online,72,789,0.0913,7.3
7/1/25,/product/external-battery,best headphones 2024,28,242,0.1157,23.1
6/20/25,/product/wireless-headphones,phone case protection,9,609,0.0148,17.2
7/8/25,/blog/wireless-vs-wired,gaming setup,26,379,0.0686,16.8
4/24/25,/support/warranty-info,wireless headphones,41,1064,0.0385,35.3
6/18/25,/product/tablet-stand,buy headphones,228,1585,0.1438,17.2
6/25/25,/product/laptop-charger,bluetooth speaker,8,806,0.0099,16.5
5/6/25,/,audio equipment,7,462,0.0152,13.3
5/2/25,/product/bluetooth-speaker,electronics online,186,1355,0.1373,4.4
4/29/25,/blog/mobile-accessories-trends,phone holder,93,995,0.0935,27.6
4/19/25,/category/electronics,usb c cable,201,3092,0.065,10.1
7/1/25,/category/accessories,cheap bluetooth speaker,41,616,0.0666,17.1
7/11/25,/contact,bluetooth speaker,6,233,0.0258,43
6/20/25,/product/gaming-mouse,audio equipment,15,596,0.0252,6.8
4/22/25,/product/phone-holder,phone case protection,57,456,0.125,6.8
4/17/25,/product/external-battery,phone holder,94,1198,0.0785,5.6
6/15/25,/support/warranty-info,computer accessories,12,276,0.0435,47.2
4/28/25,/product/laptop-charger,smartphone case,51,423,0.1206,4.9
5/27/25,/support/warranty-info,wireless charging pad,4,141,0.0284,41.5
5/14/25,/about-us,wireless vs wired headphones,8,1042,0.0077,45.1
5/18/25,/product/external-battery,usb c cable,53,1365,0.0388,19.4
5/3/25,/product/external-battery,bluetooth speaker,95,826,0.115,9.3
5/22/25,/product/gaming-mouse,laptop accessories,57,696,0.0819,8
5/11/25,/product/phone-holder,wireless keyboard,23,412,0.0558,8.7
6/12/25,/product/phone-holder,smartphone case,95,1053,0.0902,15.7
5/31/25,/about-us,cheap bluetooth speaker,56,1020,0.0549,35.2
5/8/25,/product/bluetooth-speaker,laptop accessories,24,839,0.0286,14.8
5/13/25,/,mobile accessories,44,810,0.0543,42.4
5/23/25,/product/wireless-keyboard,best headphones 2024,133,1482,0.0897,15.1
5/21/25,/product/smartphone-case,cheap bluetooth speaker,58,1633,0.0355,8.7
6/15/25,/product/phone-holder,bluetooth speaker,64,1938,0.033,14.4
7/6/25,/product/tablet-stand,buy headphones,34,336,0.1012,15.9
6/3/25,/support/warranty-info,gaming setup,78,1448,0.0539,46.1
5/28/25,/,laptop charger,48,1389,0.0346,44.8
4/18/25,/product/tablet-stand,mobile accessories,90,1023,0.088,10.4
4/29/25,/product/tablet-stand,wireless vs wired headphones,25,677,0.0369,13.3
5/10/25,/product/wireless-headphones,electronics online,162,1707,0.0949,13
6/29/25,/,mobile accessories,33,917,0.036,43.4
5/19/25,/category/accessories,phone case protection,143,3267,0.0438,25.4
5/25/25,/product/bluetooth-speaker,usb cable,235,1612,0.1458,23.4
4/30/25,/category/computing,mobile accessories,167,2706,0.0617,17
4/20/25,/product/tablet-stand,cheap bluetooth speaker,24,390,0.0615,22.5
7/15/25,/blog/gaming-setup-guide,wireless keyboard,81,2526,0.0321,12.2
5/29/25,/product/bluetooth-speaker,smartphone case,23,683,0.0337,20.6
6/14/25,/category/audio,tablet stand,20,4273,0.0047,24.8
5/12/25,/product/tablet-stand,external battery,15,679,0.0221,7.1
5/13/25,/category/computing,smartphone case,59,2504,0.0236,25.5
6/3/25,/product/wireless-headphones,buy headphones,27,376,0.0718,5.2
6/26/25,/contact,gaming setup,32,535,0.0598,28.9
6/4/25,/blog/best-headphones-2024,computer accessories,34,1194,0.0285,20.4
5/27/25,/product/gaming-mouse,gaming setup,88,1633,0.0539,22.8
7/12/25,/category/computing,phone case protection,293,3726,0.0786,7.1
6/18/25,/contact,audio equipment,6,1301,0.0046,18.9
7/3/25,/product/tablet-stand,tech gadgets,52,531,0.0979,11
6/20/25,/product/wireless-headphones,phone case protection,106,1277,0.083,23.1
7/8/25,/product/usb-cable,gaming mouse,53,1073,0.0494,4
5/25/25,/category/computing,smartphone case,118,3281,0.036,24.6
6/10/25,/product/gaming-mouse,external battery,54,687,0.0786,17.9
6/17/25,/product/bluetooth-speaker,phone holder,50,913,0.0548,6.6
7/13/25,/blog/gaming-setup-guide,laptop charger,216,2104,0.1027,10.6
7/13/25,/product/laptop-charger,wireless charging pad,212,1816,0.1167,20.7
4/18/25,/product/tablet-stand,best headphones 2024,41,313,0.131,14.2
7/13/25,/blog/best-headphones-2024,wireless headphones,177,2191,0.0808,38.7
6/7/25,/category/computing,tech gadgets,39,946,0.0412,17.7
7/7/25,/product/laptop-charger,phone case protection,210,1702,0.1234,23
6/20/25,/category/accessories,tech gadgets,191,4379,0.0436,30.3
6/2/25,/product/laptop-charger,tablet stand,103,918,0.1122,22.1
4/27/25,/product/gaming-mouse,wireless headphones,95,740,0.1284,16
5/12/25,/blog/gaming-setup-guide,phone case protection,121,2063,0.0587,9.6
5/23/25,/product/bluetooth-speaker,laptop charger,255,1827,0.1396,13.1
4/23/25,/support/shipping-policy,usb c cable,19,856,0.0222,27
7/12/25,/product/external-battery,tech gadgets,11,1727,0.0064,14.9
5/9/25,/product/external-battery,wireless vs wired headphones,9,904,0.01,12.8
5/25/25,/about-us,bluetooth speaker,17,1320,0.0129,24.3
4/21/25,/blog/mobile-accessories-trends,audio equipment,73,1822,0.0401,13.6
6/24/25,/product/laptop-charger,gaming mouse,42,1538,0.0273,16.9
6/11/25,/product/phone-holder,wireless vs wired headphones,67,988,0.0678,23.2
6/23/25,/support/warranty-info,electronics online,4,183,0.0219,23.1
4/21/25,/product/gaming-mouse,phone case protection,168,1532,0.1097,20.9
4/29/25,/category/audio,cheap bluetooth speaker,63,1145,0.055,32.8
5/25/25,/category/computing,gaming setup,31,683,0.0454,33.5
5/19/25,/about-us,audio equipment,9,262,0.0344,48.6
5/11/25,/support/warranty-info,phone holder,42,720,0.0583,30.6
5/18/25,/,bluetooth speaker,39,866,0.045,28.9
6/11/25,/product/phone-holder,audio equipment,204,1460,0.1397,7.1
6/20/25,/contact,bluetooth speaker,54,1338,0.0404,46.4
7/12/25,/product/external-battery,phone holder,8,60,0.1333,7.6
6/9/25,/contact,gaming mouse,20,662,0.0302,28.5
7/7/25,/category/electronics,laptop charger,77,2313,0.0333,5.5
5/28/25,/product/usb-cable,smartphone case,78,1302,0.0599,19
7/3/25,/blog/best-headphones-2024,laptop accessories,172,1923,0.0894,27
6/25/25,/category/audio,buy headphones,30,602,0.0498,15.2
5/31/25,/blog/best-headphones-2024,gaming mouse,228,2092,0.109,31.8
5/13/25,/blog/mobile-accessories-trends,computer accessories,96,896,0.1071,20.5
6/7/25,/product/bluetooth-speaker,usb c cable,45,1795,0.0251,16.9
6/27/25,/category/accessories,smartphone case,155,2200,0.0705,16.1
5/24/25,/category/electronics,electronics online,35,4328,0.0081,9.7
6/30/25,/product/tablet-stand,phone case protection,77,770,0.1,12.5
4/19/25,/product/external-battery,gaming mouse review,130,1573,0.0826,24.8
6/4/25,/blog/mobile-accessories-trends,gaming mouse,165,1750,0.0943,38.4
5/2/25,/product/laptop-charger,gaming setup,32,497,0.0644,24.8
6/29/25,/product/external-battery,tablet stand,86,1821,0.0472,19.9
6/7/25,/blog/mobile-accessories-trends,mobile accessories,65,1641,0.0396,21.4
7/2/25,/product/phone-holder,best headphones 2024,97,1627,0.0596,16.9
7/11/25,/contact,wireless charging pad,43,1402,0.0307,30.1
6/24/25,/category/audio,usb cable,273,3809,0.0717,27.7
5/23/25,/blog/best-headphones-2024,tablet stand,61,927,0.0658,17.2
6/24/25,/category/electronics,tech gadgets,108,4301,0.0251,25.5
4/29/25,/category/audio,laptop accessories,234,3925,0.0596,17.3
7/7/25,/product/wireless-headphones,phone case protection,22,509,0.0432,16.4
6/20/25,/product/smartphone-case,phone case protection,109,1218,0.0895,23.8
5/28/25,/support/shipping-policy,usb cable,21,440,0.0477,35
7/13/25,/product/smartphone-case,wireless vs wired headphones,14,96,0.1458,22.4
7/9/25,/category/audio,gaming mouse review,118,4688,0.0252,30.5
5/7/25,/blog/best-headphones-2024,wireless vs wired headphones,54,1180,0.0458,23.1
5/12/25,/category/electronics,gaming mouse,36,2900,0.0124,31.8
5/13/25,/support/warranty-info,electronics online,18,1040,0.0173,37.3
6/12/25,/product/usb-cable,tablet stand,133,994,0.1338,17.1
7/3/25,/category/electronics,tablet stand,138,2505,0.0551,26.7
4/25/25,/product/wireless-headphones,audio equipment,15,116,0.1293,17.9
6/22/25,/blog/wireless-vs-wired,gaming setup,36,488,0.0738,38.6
6/24/25,/product/laptop-charger,computer accessories,160,1640,0.0976,17.2
6/24/25,/,wireless headphones,33,998,0.0331,43.1
4/24/25,/product/external-battery,gaming setup,25,1746,0.0143,11
6/21/25,/about-us,wireless charging pad,30,1001,0.03,41.5
4/30/25,/product/gaming-mouse,phone holder,216,1602,0.1348,15.8
5/1/25,/product/tablet-stand,wireless vs wired headphones,91,895,0.1017,6.1
5/18/25,/blog/wireless-vs-wired,wireless keyboard,34,1283,0.0265,18.6
7/14/25,/product/smartphone-case,electronics online,256,1891,0.1354,19.6
5/20/25,/category/electronics,external battery,189,4142,0.0456,28.6
7/15/25,/product/phone-holder,laptop accessories,81,613,0.1321,3.8
5/4/25,/product/gaming-mouse,cheap bluetooth speaker,8,640,0.0125,7.9
6/3/25,/support/warranty-info,wireless vs wired headphones,22,696,0.0316,47.8
5/7/25,/support/warranty-info,wireless charging pad,33,724,0.0456,38.5
7/12/25,/product/external-battery,gaming mouse,211,1573,0.1341,18.3
5/5/25,/support/shipping-policy,external battery,19,886,0.0214,35.5
4/20/25,/product/wireless-keyboard,laptop accessories,23,670,0.0343,15.9
5/20/25,/category/accessories,audio equipment,284,4666,0.0609,17.2
7/5/25,/product/tablet-stand,wireless vs wired headphones,44,1368,0.0322,15.9
6/20/25,/category/electronics,cheap bluetooth speaker,213,3566,0.0597,31
6/18/25,/about-us,tablet stand,64,1175,0.0545,17
6/4/25,/product/wireless-headphones,usb c cable,38,1989,0.0191,10.5
5/26/25,/product/wireless-keyboard,usb cable,22,357,0.0616,16.4
5/2/25,/about-us,wireless keyboard,34,830,0.041,28.4
7/7/25,/product/wireless-headphones,audio equipment,121,1782,0.0679,19.3
6/2/25,/contact,bluetooth speaker,43,916,0.0469,14
5/29/25,/blog/gaming-setup-guide,smartphone case,151,1311,0.1152,38.8
6/24/25,/product/smartphone-case,bluetooth speaker,138,964,0.1432,8.5
5/19/25,/product/tablet-stand,computer accessories,130,1967,0.0661,8
6/14/25,/product/tablet-stand,bluetooth speaker,73,1297,0.0563,15.1
4/28/25,/product/wireless-keyboard,audio equipment,37,1751,0.0211,22.9
5/3/25,/blog/gaming-setup-guide,external battery,23,449,0.0512,15.3
6/30/25,/support/warranty-info,buy headphones,9,1050,0.0086,31.5
4/23/25,/category/electronics,wireless charging pad,45,1098,0.041,19.3
6/12/25,/product/smartphone-case,buy headphones,17,454,0.0374,14.9
5/14/25,/support/shipping-policy,buy headphones,39,714,0.0546,10.4
6/11/25,/product/laptop-charger,audio equipment,231,1865,0.1239,20.1
5/11/25,/support/warranty-info,wireless charging pad,61,1358,0.0449,49.7
5/19/25,/category/computing,phone case protection,146,2717,0.0537,23.9
5/29/25,/blog/gaming-setup-guide,buy headphones,155,2306,0.0672,38.4
5/25/25,/product/phone-holder,gaming mouse review,48,559,0.0859,9.1
6/27/25,/blog/gaming-setup-guide,external battery,235,2763,0.0851,11.6
5/10/25,/blog/wireless-vs-wired,wireless headphones,140,1507,0.0929,23.1
5/7/25,/product/tablet-stand,smartphone case,115,1607,0.0716,17.8
4/29/25,/blog/best-headphones-2024,best headphones 2024,285,2812,0.1014,34.3
5/11/25,/product/laptop-charger,tech gadgets,32,524,0.0611,9.8
5/26/25,/category/electronics,tech gadgets,261,4845,0.0539,8.1
5/25/25,/support/shipping-policy,wireless keyboard,22,1269,0.0173,23
5/11/25,/category/audio,tablet stand,98,1793,0.0547,24.9
5/28/25,/blog/gaming-setup-guide,buy headphones,314,2876,0.1092,33.2
5/21/25,/product/usb-cable,phone holder,82,1016,0.0807,11.2
5/26/25,/category/electronics,audio equipment,232,3399,0.0683,27.4
6/13/25,/product/external-battery,mobile accessories,105,1203,0.0873,19.8
4/17/25,/category/audio,bluetooth speaker,201,3848,0.0522,24.4
5/4/25,/blog/best-headphones-2024,tech gadgets,14,1323,0.0106,34.2
5/12/25,/product/wireless-keyboard,usb c cable,70,1517,0.0461,9.5
6/3/25,/product/wireless-headphones,best headphones 2024,102,925,0.1103,10.2
6/27/25,/product/wireless-keyboard,wireless keyboard,133,1314,0.1012,12.7
5/22/25,/product/laptop-charger,smartphone case,25,547,0.0457,10.2
6/17/25,/support/warranty-info,buy headphones,9,194,0.0464,37.5
7/16/25,/blog/wireless-vs-wired,usb cable,160,1347,0.1188,20
4/29/25,/product/bluetooth-speaker,wireless charging pad,40,751,0.0533,14.8
6/12/25,/product/external-battery,laptop charger,39,1016,0.0384,22.4
4/26/25,/category/electronics,tech gadgets,97,3889,0.0249,31.2
7/1/25,/product/external-battery,laptop accessories,16,459,0.0349,12.6
5/28/25,/support/warranty-info,gaming mouse review,36,1453,0.0248,32.3
5/24/25,/,wireless headphones,5,387,0.0129,44.8
7/15/25,/,audio equipment,26,742,0.035,46.2
6/13/25,/product/wireless-keyboard,tablet stand,64,707,0.0905,8
6/2/25,/category/electronics,wireless keyboard,85,2621,0.0324,23.1
4/19/25,/product/gaming-mouse,laptop charger,110,1365,0.0806,12.4
6/18/25,/product/bluetooth-speaker,cheap bluetooth speaker,21,173,0.1214,11.2
6/28/25,/category/computing,bluetooth speaker,187,4630,0.0404,28.7
6/18/25,/product/external-battery,laptop accessories,86,733,0.1173,4.5
4/26/25,/support/warranty-info,smartphone case,17,1243,0.0137,31.3
6/21/25,/product/smartphone-case,laptop accessories,244,1939,0.1258,16.4
5/11/25,/product/smartphone-case,tech gadgets,115,1450,0.0793,21
6/15/25,/blog/best-headphones-2024,audio equipment,93,823,0.113,18.6
5/10/25,/about-us,laptop accessories,32,795,0.0403,31.1
7/14/25,/category/computing,wireless headphones,170,3788,0.0449,5.2
6/5/25,/product/wireless-headphones,wireless headphones,46,511,0.09,12.4
5/20/25,/product/usb-cable,laptop accessories,201,1431,0.1405,10.2
6/14/25,/about-us,usb c cable,27,510,0.0529,42.9
6/1/25,/,laptop accessories,9,412,0.0218,40.9
5/13/25,/product/external-battery,tablet stand,6,256,0.0234,14.7
4/22/25,/product/gaming-mouse,gaming mouse review,13,763,0.017,10.2
5/27/25,/product/usb-cable,usb c cable,30,477,0.0629,9.7
6/10/25,/product/phone-holder,usb cable,116,1967,0.059,20
4/20/25,/product/gaming-mouse,electronics online,29,302,0.096,3.6
5/13/25,/category/audio,bluetooth speaker,244,4160,0.0587,17
5/13/25,/category/audio,laptop accessories,31,1521,0.0204,34.1
6/20/25,/support/warranty-info,audio equipment,18,1157,0.0156,16.5
5/13/25,/product/laptop-charger,buy headphones,159,1566,0.1015,10.9
5/27/25,/category/computing,wireless keyboard,43,2223,0.0193,29
6/2/25,/blog/wireless-vs-wired,phone holder,67,2283,0.0293,38.2
4/19/25,/product/wireless-headphones,gaming setup,112,1695,0.0661,11.8
4/29/25,/category/accessories,wireless vs wired headphones,234,3039,0.077,7
7/9/25,/product/external-battery,usb cable,26,1486,0.0175,17.3
6/5/25,/blog/wireless-vs-wired,wireless headphones,92,1325,0.0694,9.5
5/18/25,/product/tablet-stand,laptop accessories,6,68,0.0882,14.4
5/4/25,/,buy headphones,3,179,0.0168,33.8
5/13/25,/contact,external battery,42,861,0.0488,26.6
5/7/25,/category/computing,tablet stand,152,1930,0.0788,34
7/11/25,/product/tablet-stand,wireless vs wired headphones,61,1850,0.033,20.3
4/20/25,/blog/wireless-vs-wired,wireless keyboard,113,1453,0.0778,28
5/20/25,/support/shipping-policy,best headphones 2024,9,158,0.057,11
4/20/25,/blog/wireless-vs-wired,bluetooth speaker,62,791,0.0784,9.5
6/4/25,/support/shipping-policy,audio equipment,24,1175,0.0204,16.3
4/18/25,/category/accessories,usb cable,73,1254,0.0582,34.6
5/1/25,/blog/wireless-vs-wired,electronics online,147,1900,0.0774,22.1
7/3/25,/about-us,wireless headphones,33,737,0.0448,28.8
5/19/25,/product/gaming-mouse,best headphones 2024,143,1394,0.1026,11
7/4/25,/contact,computer accessories,10,297,0.0337,29.7
6/29/25,/product/wireless-keyboard,gaming mouse,70,499,0.1403,5.9
5/5/25,/product/usb-cable,usb c cable,28,218,0.1284,5.1
6/7/25,/product/external-battery,phone case protection,20,265,0.0755,8
5/10/25,/contact,external battery,32,773,0.0414,36.7
6/22/25,/blog/gaming-setup-guide,laptop accessories,43,1292,0.0333,18.5
6/3/25,/contact,gaming mouse,7,1286,0.0054,39.9
6/5/25,/about-us,bluetooth speaker,8,505,0.0158,10.6
7/7/25,/product/bluetooth-speaker,usb cable,30,381,0.0787,10.1
6/29/25,/blog/wireless-vs-wired,buy headphones,58,1608,0.0361,28.1
6/29/25,/category/audio,electronics online,136,2259,0.0602,23.6
6/25/25,/blog/best-headphones-2024,laptop charger,141,1344,0.1049,37.6
5/30/25,/product/tablet-stand,phone holder,108,748,0.1444,22.2
6/26/25,/blog/best-headphones-2024,usb c cable,52,595,0.0874,35.4
6/22/25,/product/phone-holder,smartphone case,98,1651,0.0594,12.4
4/20/25,/blog/mobile-accessories-trends,gaming mouse,24,587,0.0409,39.2
5/1/25,/product/laptop-charger,gaming mouse review,80,1509,0.053,5.8
5/31/25,/product/external-battery,electronics online,26,943,0.0276,24.3
6/20/25,/product/tablet-stand,gaming setup,245,1729,0.1417,22.5
6/21/25,/product/wireless-keyboard,gaming mouse,118,1770,0.0667,20.1
5/12/25,/category/accessories,cheap bluetooth speaker,92,1743,0.0528,30.8
6/23/25,/product/bluetooth-speaker,gaming mouse review,74,792,0.0934,8.1
6/23/25,/product/tablet-stand,wireless vs wired headphones,11,375,0.0293,18
7/7/25,/about-us,phone case protection,29,563,0.0515,47.2
5/6/25,/blog/mobile-accessories-trends,phone case protection,229,1936,0.1183,14.5
4/23/25,/category/audio,external battery,287,3693,0.0777,34.2
6/16/25,/blog/best-headphones-2024,best headphones 2024,48,757,0.0634,8
5/19/25,/,gaming mouse review,42,1468,0.0286,18.4
7/4/25,/support/shipping-policy,smartphone case,9,221,0.0407,15.6
6/17/25,/product/tablet-stand,tech gadgets,254,1702,0.1492,23.9
5/18/25,/category/audio,tablet stand,220,3932,0.056,22.7
5/18/25,/category/accessories,smartphone case,90,2353,0.0382,9.2
6/7/25,/product/laptop-charger,audio equipment,154,1564,0.0985,23.8
5/6/25,/product/wireless-keyboard,electronics online,48,341,0.1408,9.1
5/28/25,/product/wireless-headphones,wireless charging pad,38,290,0.131,9.8
4/30/25,/about-us,phone case protection,17,1064,0.016,36.4
5/25/25,/product/laptop-charger,gaming mouse review,161,1571,0.1025,13
4/26/25,/category/electronics,phone holder,44,835,0.0527,30.1
5/19/25,/product/laptop-charger,wireless charging pad,114,1005,0.1134,15.9
7/16/25,/,buy headphones,17,696,0.0244,30.9
4/28/25,/support/shipping-policy,phone case protection,18,842,0.0214,44.8
7/11/25,/blog/wireless-vs-wired,computer accessories,117,1971,0.0594,9.8
4/30/25,/product/phone-holder,audio equipment,75,1550,0.0484,22.9
7/7/25,/blog/gaming-setup-guide,best headphones 2024,180,1918,0.0938,34.8
6/1/25,/product/smartphone-case,wireless headphones,36,257,0.1401,8.3
6/19/25,/product/usb-cable,laptop accessories,73,938,0.0778,5.3
7/16/25,/blog/wireless-vs-wired,gaming mouse review,299,2684,0.1114,20
6/22/25,/contact,gaming setup,4,186,0.0215,33.6
7/8/25,/product/laptop-charger,laptop accessories,12,244,0.0492,24.3
5/17/25,/category/accessories,laptop accessories,221,3955,0.0559,26.5
4/22/25,/category/accessories,wireless charging pad,255,4106,0.0621,22.2
6/22/25,/product/bluetooth-speaker,gaming setup,211,1715,0.123,16.8
6/11/25,/contact,wireless headphones,21,542,0.0387,17.2
7/6/25,/category/electronics,laptop charger,125,2894,0.0432,29.1
6/14/25,/product/phone-holder,wireless vs wired headphones,179,1726,0.1037,10.6
5/18/25,/product/phone-holder,electronics online,17,1655,0.0103,10.1
7/15/25,/about-us,phone holder,9,428,0.021,32.3
6/26/25,/about-us,best headphones 2024,51,921,0.0554,23.9
5/9/25,/blog/wireless-vs-wired,smartphone case,100,1567,0.0638,27.7
5/16/25,/category/electronics,external battery,31,1329,0.0233,24.2
5/27/25,/support/shipping-policy,buy headphones,26,1409,0.0185,40.3
5/12/25,/product/phone-holder,computer accessories,94,1044,0.09,10.4
6/12/25,/category/accessories,tech gadgets,142,1804,0.0787,10.1
4/19/25,/product/laptop-charger,wireless keyboard,84,1241,0.0677,23
7/15/25,/about-us,gaming mouse review,38,706,0.0538,31.5
6/6/25,/support/shipping-policy,computer accessories,6,255,0.0235,13.7
7/2/25,/contact,gaming setup,12,639,0.0188,38.6
